Tree order	OS_name	Isolate name	Standardized name	Isolation	Ecological origins	Geographical origins	HO deletion	Plasmid class	Plasmid CN	Ploidy	Aneuploidies	Zygosity	Total number of SNPs	Proportion of clean heterozygous SNPs (whole dataset)	Number of singletons	Mean coverage	Clade	MTA (no distribution)	Collection / Provider	Reference
766	OS_1057	#36	BDC	Evolution canyon	Nature	Israel	no	B	61	2	aneu;+1*1;	heterozygous	67,299	41.3	41	239	M3. Mosaic region 3		Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo)	16
767	OS_1060	#57	BDF	Evolution canyon	Nature	Israel	no	B	62	2	aneu;+1*1;	heterozygous	66,092	37.7	8	227	M3. Mosaic region 3		Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo)	16
768	OS_1061	#58	BDG	Evolution canyon	Nature	Israel	no	B	38	2	aneu;+1*1;	heterozygous	66,112	37.9	9	229	M3. Mosaic region 3		Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo)	16
769	OS_1665	B10-1	CHQ	Levain from organic flour	Bakery	Forcalquier	no	none	0	2	euploid	heterozygous	73,855	53.2	2,187	277	M3. Mosaic region 3	yes	INRA Moulon, France (Sicard D.)	
770	OS_586	21-4-114	ALR	Leaves of peach tree (Prunus armeniaca)	Tree	Male levare, Slovakia	no	B	28	3	aneu;+1*9;+1*11;+1*12;	heterozygous	81,176	63.1	3,288	222	M3. Mosaic region 3		Culture collection of Yeast (Renata Vadkertiova)	
771	OS_710	CBS1394	AEL	Distillery	Distillery	NA	no	A	48	2	euploid	heterozygous	72,219	45.8	1,220	213	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
772	OS_705	CBS2441	AEE	Distillery	Distillery	NA	no	A	116	3	aneu;+2*1;+1*5;+1*8;+1*9;	heterozygous	77,418	49.0	797	223	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
773	OS_1376	CBS1239	ARA	Distillery	Distillery	NA	no	A	171	4	aneu;+1*1;+1*8;+1*15;	heterozygous	78,741	49.4	1,402	226	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
774	OS_1377	CBS1254	ARB	Bakery	Bakery	NA	no	A	129	4	aneu;+1*8;-1*10;	heterozygous	76,486	49.1	1,008	241	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
775	OS_244	77	BTB	Baker's yeast	Bakery	NA	no	A	137	3	aneu;+1*1;	heterozygous	75,015	46.7	1,342	211	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
776	OS_1415	Y1	ATB	Mushroom	Nature	NA	no	B	91	3	euploid	heterozygous	84,272	71.5	1,331	215	M3. Mosaic region 3		Washington University School of Medicine (Justin C Fay)	5
777	OS_1169	DBVPG1074	BIE	Grape must	Wine	San Severo, Puglia, Italy	no	C	17	2	euploid	heterozygous	81,539	68.2	57	217	M3. Mosaic region 3		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
778	OS_1236	DBVPG1792	BPA	Soil	Soil	Viik, Helsinki, Finland	no	C	45	2	aneu;+1*8;	heterozygous	82,161	68.3	71	287	M3. Mosaic region 3		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
779	OS_738	CBS3078	AGT	Spores	Unknown	NA	yes	B	47	1	euploid	homozygous	53,325	0.0	891	215	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
780	OS_1524	PB12	CIH	Feces	Human, clinical	Netherlands	no	none	0	2	euploid	heterozygous	68,898	42.8	1,117	184	M3. Mosaic region 3		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
781	OS_771	YJM436_1b	ABF	Mouth	Human, clinical	NA	yes	B	12	1	euploid	homozygous	53,434	0.0	67	183	M3. Mosaic region 3		Kruglyak Laboratory	1
782	OS_363	YJM451	SACE_YAL	Unknown	Human, clinical	NA	no	B	42	2	euploid	homozygous	54,126	0.0	110	51	M3. Mosaic region 3			2
783	OS_708	CBS1428	AEI	Bakery	Bakery	NA	yes	A	30	1	euploid	homozygous	55,805	0.0	124	240	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
784	OS_844	CBS1387	AFG	Bakery	Bakery	NA	yes	A	16	1	euploid	homozygous	57,359	0.0	183	678	M3. Mosaic region 3		CBS collection (Nguyen H.V.)	
785	OS_1708	YJM1307	SACE_YBU	Unknown	Human, clinical	Washington DC, USA	no	A	51	2	euploid	homozygous	57,372	0.0	130	419	M3. Mosaic region 3		Phaff collection	2
786	NA	YJM1208	SACE_YBM	Unknown	Human, clinical	Michigan, USA	no	B	94	2	euploid	homozygous	51,589	0.0	163	142	M3. Mosaic region 3			2
787	OS_768	YJM421_b	ABC	Ascites fluid	Human, clinical	USA	yes	B	17	1	euploid	homozygous	51,278	0.0	9	204	M3. Mosaic region 3			1
788	NA	YJM1615	SACE_YDL	Clinical	Human, clinical	California, USA	no	B	108	2	euploid	homozygous	51,882	0.0	7	95	M3. Mosaic region 3			2
789	OS_1700	YJM1083	SACE_YDN	Clinical	Human, clinical	North Carolina, USA	no	B	75	2	euploid	homozygous	52,360	0.0	464	350	M3. Mosaic region 3		Phaff collection	2
790	OS_1519	Ponton 11	CIC	Mouth	Human, clinical	Spain	no	B	49	2	euploid	heterozygous	68,564	41.1	825	227	M3. Mosaic region 3		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
791	OS_1586	CCY_21-4-93:6B	CDK	Leaves of Sequoia sp.	Tree	North Korea	yes	C	154	1	euploid	homozygous	58,780	0.0	1,011	165	M3. Mosaic region 3		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
792	OS_1667	CCY_21-4-89:7-3	CEM	Fermenting acorn meal	Fermentation	North Korea	yes	C	32	1	euploid	homozygous	57,683	0.0	865	203	M3. Mosaic region 3		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
793	OS_1522	Ponton 14	CIF	Feces	Human, clinical	Spain	no	B	25	2	euploid	heterozygous	70,667	39.3	1,554	175	M3. Mosaic region 3		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
794	OS_1520	Ponton 12	CID	Mouth	Human, clinical	Spain	no	B	130	2	euploid	heterozygous	66,691	35.3	894	235	M3. Mosaic region 3		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
795	OS_877	2281	BBT	Grapes, Picudo variety	Wine	Valdevimbre, Spain	no	B	39	3	euploid	heterozygous	89,544	59.4	5,186	239	M3. Mosaic region 3		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
796	OS_1663	B9b-1	CHN	Levain from organic flour (Renan)	Bakery	Gif-sur-Yvette	no	A	8	2	euploid	heterozygous	76,575	48.0	32	218	M3. Mosaic region 3	yes	INRA Moulon, France (Sicard D.)	
797	OS_1664	B9c-1	CHP	Levain from organic flour (Renan)	Bakery	Gif-sur-Yvette	no	A	8	2	euploid	heterozygous	76,117	47.6	30	224	M3. Mosaic region 3	yes	INRA Moulon, France (Sicard D.)	
798	OS_517	RIB6002	CMG	Sake	Sake	Japan	no	B*	26	3	aneu;-1*1;+1*8;	heterozygous	87,649	60.2	2,011	194	M3. Mosaic region 3		National Research Institute of Brewing, Hiroshima	
799	OS_1473_2	CLQCA_17-111	CRE	Termite mound	Insect	Ecuador	no	none	0	3	euploid	heterozygous	88,842	59.1	5,174	221	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
800	OS_1066	MAJ_A	BDM	Plant material	Nature	Majunga, Madagascar	no	B	103	2	euploid	heterozygous	71,939	32.9	4,822	204	M3. Mosaic region 3		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
801	OS_790	Y10_1b	ACI	Coconut	Fruit	Philippines	yes	C	34	1	euploid	homozygous	62,994	0.0	2,274	183	M3. Mosaic region 3			1
802	OS_766	YJM1419	SACE_YCS	Bagasse	Unknown	NA	no	B	55	2	euploid	homozygous	55,184	0.0	932	55	M3. Mosaic region 3			2
803	OS_792	Y3_1b	ACL	Palm wine	Palm wine	NA	yes	none	0	1	aneu;+1*12;	homozygous	64,550	0.0	2,562	212	M3. Mosaic region 3			1
804	OS_1608	MUCL_30909-2C	CEQ	Cassava	Fermentation	Burundi	no	A	18	2	euploid	homozygous	67,476	0.0	4,348	161	M3. Mosaic region 3		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
805	OS_534	DJ68	BAB	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	82,692	27.0	40	268	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
806	OS_532	DJ65	AVV	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	82,391	26.2	12	307	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
807	OS_533	DJ66	BAA	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	81,257	24.8	12	224	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
808	OS_536	DJ71	BAD	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	82,196	26.3	40	260	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
809	OS_535	DJ70	BAC	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	82,625	26.2	24	296	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
810	OS_537	DJ73	BAE	Palm wine	Palm wine	Yoboki, Djibouti	no	none	0	3	euploid	heterozygous	82,522	26.7	18	264	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
811	OS_538	DJ74	BAF	Palm wine	Palm wine	Yoboki, Djibouti	no	C	13	2	euploid	heterozygous	87,289	28.3	5,785	202	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
812	OS_1613	Dji2-2A(a)	CFA	Palm wine 	Palm wine	Djibouti	no	C	50	2	euploid	homozygous	74,035	0.0	1,885	277	13. African palm wine 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
813	OS_686	SK1	SACE_GAL	Lab strain	Lab strain	USA	no	A	48	2	euploid	homozygous	68,401	0.0	21	24	13. African palm wine 		Rosenstiel Basic Medical Sciences Research Center (James E Haber)	6
814	OS_1496	FTPW4	CPS	Palm wine	Palm wine	Burkina Faso	no	none	0	3	euploid	heterozygous	88,636	25.6	3,234	219	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
815	OS_1497	FTPW3	CPT	Palm wine	Palm wine	Burkina Faso	no	none	0	2	aneu;+1*9;	heterozygous	80,692	8.6	2,892	207	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
816	OS_1499	FTPW32	CQA	Palm wine	Palm wine	Burkina Faso	no	none	0	2	euploid	heterozygous	77,813	3.0	694	246	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
817	OS_1500	FTPW35	CQB	Palm wine	Palm wine	Burkina Faso	no	none	0	2	euploid	heterozygous	79,654	7.9	1,502	264	13. African palm wine 		Universite de Lyon (Michel Aigle)	22
818	OS_830	CBS1419	AHS	Wine	Wine	Ghana	yes	none	0	1	aneu;+1*9;	homozygous	75,709	0.0	4,296	290	13. African palm wine 		CBS collection (Nguyen H.V.)	
819	OS_813	CBS7903	ADV	Palm wine	Palm wine	Nigeria	yes	none	0	1	euploid	homozygous	7,359	0.0	2,592	219	13. African palm wine 		CBS collection (Nguyen H.V.)	
820	OS_469	NPA06.1	AKG	Palm wine	Palm wine	Nigeria	no	none	0	2	euploid	homozygous	74,047	0.0	2,049	224	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
821	OS_1678	YJM195	SACE_YAC	Palm wine	Palm wine	Nigeria	no	none	0	2	euploid	homozygous	76,930	0.0	4,016	68	13. African palm wine 		Phaff collection	2
822	OS_804	YPS1009_b	ADF	Exudate from Quercus sp.	Tree	USA	yes	none	0	1	euploid	homozygous	75,878	0.0	18	271	13. African palm wine 		Kruglyak Laboratory	1
823	OS_464	NPA07.1	AKB	Palm wine	Palm wine	Nigeria	no	none	0	2	euploid	heterozygous	78,487	6.6	426	238	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
824	OS_466	NPA05b1	AKD	Palm wine	Palm wine	Nigeria	no	none	0	3	euploid	heterozygous	78,831	6.3	1,022	201	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
825	OS_465	NPA05a1	AKC	Palm wine	Palm wine	Nigeria	no	none	0	3	aneu;+1*14;	heterozygous	79,612	8.8	1,120	225	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
826	OS_467	NPA03.1	AKE	Palm wine	Palm wine	Nigeria	no	none	0	2	euploid	homozygous	75,530	0.0	324	194	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
827	OS_470	NPA02-1	AKH	Palm wine	Palm wine	Nigeria	no	none	0	2	euploid	homozygous	75,887	0.0	297	234	13. African palm wine 		INRA Montpelier, France (Legras JL)	23
828	OS_1352	CBS400	APQ	Palm wine, from Elaeis guineensis	Palm wine	Ivory Coast	no	none	0	2	euploid	homozygous	75,577	0.0	18	245	13. African palm wine 		CBS collection (Nguyen H.V.)	
829	OS_1353	CBS403	APR	Ginger beer, from Zingiber officinale	Beer	West Africa	no	none	0	2	aneu;+1*9;	homozygous	75,732	0.0	10	265	13. African palm wine 		CBS collection (Nguyen H.V.)	
830	OS_1426	Y5	ATP	Bili wine	Palm wine	West Africa	no	none	0	2	euploid	homozygous	75,885	0.0	15	348	13. African palm wine 		Washington University School of Medicine (Justin C Fay)	
831	NA	YJM1248	SACE_YBP	Unknown	Wine	West Africa	no	none	0	2	euploid	homozygous	75,831	0.0	14	53	13. African palm wine 			2
832	NA	YJM1439	SACE_YCV	Ginger beer	Beer	West Africa	no	none	0	2	aneu;+1*8;	homozygous	75,194	0.0	11	36	13. African palm wine 			2
833	OS_558	HN10	BAM	Rotten wood	Nature	Wuzhi Mountain, Hainan province, China	no	none	0	2	euploid	homozygous	84,486	0.0	105	221	14. CHNIII 		Chinese Academy of Sciences (Feng-Yan Bai)	24
834	OS_567	HN19	BAQ	Bark from tree in Fagaceae family 	Tree	Wuzhi Mountain, Hainan province, China	no	none	0	2	euploid	homozygous	84,480	0.0	76	236	14. CHNIII 		Chinese Academy of Sciences (Feng-Yan Bai)	24
835	OS_546	SX1	BAG	Bark from tree in Fagaceae family 	Tree	Qinling Mountain, Shaanxi province, China	no	none	0	2	euploid	homozygous	109,626	0.0	2,449	201	15. CHNII 		Chinese Academy of Sciences (Feng-Yan Bai)	24
836	OS_548	SX3	BAH	Bark from Carya sp.	Tree	Qinling Mountain, Shaanxi province, China	no	none	0	2	euploid	homozygous	110,370	0.0	2,644	230	15. CHNII 		Chinese Academy of Sciences (Feng-Yan Bai)	24
837	OS_555	HN6	BAL	Rotten wood	Nature	Bawangling Mountain, Hainan province, China	no	none	0	2	euploid	homozygous	126,303	0.0	45,722	237	16. CHNI		Chinese Academy of Sciences (Feng-Yan Bai)	24
838	OS_615	EN14S01	AMH	Soil	Soil	Sinyi, Nantou, Taiwan	no	D	10	2	euploid	homozygous	166,452	0.0	161	228	17. Taiwanese 		National Hsinchu University of Education (Ching-Fu Lee)	25
839	OS_1601	EM14S01-3B	CEG	Soil 	Soil	Taiwan	no	D	45	2	euploid	homozygous	166,759	0.0	148	226	17. Taiwanese 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	25
840	OS_1603	GE14S01-7B	CEI	Soil	Soil	Taiwan	no	D	53	2	euploid	homozygous	166,118	0.0	1,708	193	17. Taiwanese 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	25
841	OS_1572	Ksc2-2B	CCQ	Tree exudate	Tree	Japan	no	none	0	2	euploid	homozygous	72,686	0.0	7,600	240	18. Far East Asia 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
842	OS_1573	Ksc40-8A	CCR	Tree exudate	Tree	Japan	no	none	0	2	euploid	homozygous	73,580	0.0	2,813	247	18. Far East Asia 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
843	OS_1574	Ksc73-2D	CCS	Tree exudate	Tree	Japan	no	none	0	2	euploid	homozygous	74,816	0.0	2,552	258	18. Far East Asia 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
844	OS_552	BJ20	BAK	Bark from Quercus wutaishanica	Tree	Dongling Mountain, Beijing, China	no	none	0	2	euploid	homozygous	76,505	0.0	4,159	266	18. Far East Asia 		Chinese Academy of Sciences (Feng-Yan Bai)	24
845	OS_549	BJ6	BAI	Persimmon	Fruit	Changping, Beijing, China	no	none	0	2	euploid	homozygous	77,220	0.0	3,485	265	18. Far East Asia 		Chinese Academy of Sciences (Feng-Yan Bai)	24
846	OS_796	CLIB219_2b	ACQ	Wine	Wine	Russia	yes	none	0	1	euploid	homozygous	77,273	0.0	56	218	18. Far East Asia 		CLIB collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	1
847	OS_1570	VKM_Y-504:S	CCN	Berries of Viburnum Burejanum	Fruit	Russian Far East	no	none	0	2	euploid	homozygous	77,912	0.0	35	262	18. Far East Asia 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
848	OS_1587	N51-1A	CDL	Exudate of Quercus mongolica	Tree	Vladivostok, Russian Far East	no	none	0	2	euploid	homozygous	78,120	0.0	1,343	261	18. Far East Asia 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
849	OS_1730	YJM1418	SACE_YCR	Quercus sp. 	Tree	Japan	no	none	0	2	euploid	homozygous	78,925	0.0	1,727	502	18. Far East Asia 		Phaff collection	2
850	OS_275	UWOPS03-429.1	BMA	Nectar, bertam palm	Tree	Malaysia	no	none	0	2	euploid	homozygous	78,549	0.0	16	209	19. Malaysian 		University of Western Ontario, Canada (Lachance M.A.)	9
851	OS_278	UWOPS03-461.4	AKM	Nectar, Bertam palm	Tree	Malaysia	no	none	0	2	euploid	homozygous	78,382	0.0	22	200	19. Malaysian 		University of Western Ontario, Canada (Lachance M.A.)	9
852	OS_276	UWOPS03-433.3	BMB	Nectar, bertam palm	Tree	Malaysia	no	none	0	2	euploid	homozygous	78,822	0.0	31	238	19. Malaysian 		University of Western Ontario, Canada (Lachance M.A.)	9
853	OS_277	UWOPS03-459.1	BMC	Nectar, bertam palm	Tree	Malaysia	no	none	0	2	euploid	homozygous	79,389	0.0	51	314	19. Malaysian 		University of Western Ontario, Canada (Lachance M.A.)	9
854	OS_696	UWOPS05_227_2	SACE_MAL	Telok Senangin, Malaysia, Lachance M, 2005 Trigona spp (Stingless bee) collected near Bertam palm flower	Insect	Telok Senangin, Malaysia	no	none	0	2	euploid	homozygous	78,333	0.0	169	61	19. Malaysian 		University of Western Ontario, Canada (Lachance M.A.)	17
855	NA	YJM1447	SACE_YCY	Bertam Palm	Tree	Malaysia	no	A	6	2	euploid	homozygous	62,447	0.0	24	52	19. Malaysian 			2
856	OS_776	CBS2888_1b	ABL	Soil	Soil	South Africa	yes	none	0	1	euploid	homozygous	70,982	0.0	58	295			CBS collection (Nguyen H.V.)	1
857	OS_1715	YJM1342	SACE_YCB	Unknown	Soil	South Africa	no	B	1	2	euploid	homozygous	71,946	0.0	143	387			Phaff collection	2
858	OS_619	SJ5L12	AMM	Leaf of Trema orientalis	Tree	Beinan, Taitung, Taiwan	no	none	0	2	euploid	homozygous	70,453	0.0	5,286	212			National Hsinchu University of Education (Ching-Fu Lee)	25
859	OS_561	HN15	BAN	Rotten wood	Nature	Wuzhi Mountain, Hainan province, China	no	none	0	2	euploid	homozygous	73,116	0.0	2,860	225	20. CHN V 		Chinese Academy of Sciences (Feng-Yan Bai)	24
860	OS_564	HN16	BAP	Soil	Soil	Wuzhi Mountain, Hainan province, China	no	none	0	2	euploid	homozygous	72,925	0.0	2,552	223	20. CHN V 		Chinese Academy of Sciences (Feng-Yan Bai)	24
861	OS_539	YPS615	CMP	Quercus sp.	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	66,125	0.0	11	111	21. Ecuadorean 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	
862	OS_1479	CLQCA_20-314	CCH	Termite mound	Insect	Yasuni, Orellana	no	none	0	2	aneu;+1*16;	homozygous	67,900	0.0	40	191	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
863	OS_785	YPS1000_1b	ACC	Exudate from Quercus sp.	Tree	USA	yes	none	0	1	euploid	homozygous	68,090	0.0	3	245	21. Ecuadorean 			1
864	OS_1474	CLQCA_20-156	CCC	Flower (Gesneriaceae sp.)	Flower	Yasuni, Orellana	no	none	0	2	euploid	homozygous	68,394	0.0	45	260	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
865	OS_1475	CLQCA_20-184	CCD	Flower from Heliconia sp.	Flower	Yasuni, Orellana	no	none	0	2	euploid	homozygous	68,846	0.0	93	401	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
866	OS_1476	CLQCA_20-221	CCE	Flower from Heliconia sp.	Flower	Yasuni, Orellana	no	none	0	2	euploid	homozygous	68,824	0.0	14	328	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
867	OS_1477	CLQCA_20-246	CCF	Termite mound	Insect	Yasuni, Orellana	no	none	0	2	euploid	homozygous	68,927	0.0	5	379	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
868	OS_1478	CLQCA_20-259	CCG	Decaying fruit	Fruit	Yasuni, Orellana	no	none	0	2	euploid	homozygous	68,472	0.0	8	304	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
869	OS_1485	CLQCA_20-248	CCI	Termite mound	Insect	Yasuni, Orellana	no	none	0	2	euploid	homozygous	67,968	0.0	4	209	21. Ecuadorean 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
870	OS_540	YPS617	CMQ	Quercus sp.	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	67,256	0.0	8	160	21. Ecuadorean 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	
871	OS_693	UWOPS87-2421	SACE_GAT	Opuntia spp.	Nature	Hawaii	no	none	0	2	euploid	homozygous	63,460	0.0	4	32			University of Western Ontario, Canada (Lachance M.A.)	6
872	NA	YJM1444	SACE_YCX	Cladode	Nature	Hawaii	no	none	0	2	euploid	homozygous	63,579	0.0	5	38				2
873	OS_1589	UCD_61-190-6A	CDN	Drosophila sp. 	Insect	California, USA	no	none	0	2	aneu;+2*1;+2*3;	homozygous	66,851	0.0	787	253			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
874	OS_1445	EXF-5284	BFA	Soil below rotten apple	Soil	Slovenia	no	none	0	2	euploid	homozygous	60,214	0.0	34	279			University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
875	OS_1455	EXF-6780	BFL	Quercus petrea	Tree	Slovenia	no	none	0	2	euploid	homozygous	60,316	0.0	34	300			University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
876	OS_607	IY_03-5-30-1-1-1_(1)	AMB	Chauliodes pectinicornis (male) - Corydalidae	Insect	Louisiana, USA	no	none	0	2	euploid	homozygous	62,522	0.0	35	208			Louisiana State University (Meredith Blackwell)	26
877	OS_609	IY_03-5-26-5-1-1_(1)	AMC	Chauliodes pectinicornis (female) - Corydalidae	Insect	Louisiana, USA	no	none	0	2	euploid	homozygous	62,634	0.0	34	212			Louisiana State University (Meredith Blackwell)	26
878	OS_1591	N95-6-1C	CDQ	Exudate of Quercus sp.	Tree	Augusta, MI 49012, USA	no	none	0	2	euploid	homozygous	62,838	0.0	34	232			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
879	OS_692	UWOPS83-787_3	SACE_GAS	Opuntia spp.	Nature	Bahamas	no	none	0	2	euploid	homozygous	65,004	0.0	50	458			University of Western Ontario, Canada (Lachance M.A.)	6
880	NA	YJM1443	SACE_YCW	Fruit	Fruit	Bahamas	no	none	0	2	euploid	homozygous	63,423	0.0	7	47				2
881	OS_1582	N22.00-5D	CDF	Fruit of Grataegus dachurica	Fruit	Botanical garden, Blagoveshchensk, Russia	no	none	0	2	euploid	homozygous	72,076	0.0	37	224	22. Far East Russian 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
882	OS_1583	N3.00-7A	CDG	Grape berries of wild Vitus amurensis	Wine	Botanical garden, Blagoveshchensk, Russia	no	none	0	2	euploid	homozygous	72,484	0.0	28	269	22. Far East Russian 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
883	OS_1584	N159.01-2B	CDH	Exudate of Quercus mongolica	Tree	Botanical garden, Blagoveshchensk, Russia	no	none	0	2	euploid	homozygous	72,011	0.0	8	201	22. Far East Russian 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
884	OS_1585	N163.01-5A	CDI	Exudate of Quercus mongolica	Tree	Botanical garden, Blagoveshchensk, Russia	no	none	0	2	euploid	homozygous	71,849	0.0	15	185	22. Far East Russian 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
885	OS_611	ES4M07	AMD	Fruiting body of Geastrum sp.	Fruit	Dongpu, Sinyi Township, Nantou, Taiwan	no	none	0	2	euploid	homozygous	65,433	0.0	1,674	223			National Hsinchu University of Education (Ching-Fu Lee)	25
886	OS_613	ES2M03	AMF	Fruiting body of Russula sp.	Fruit	Dongpu, Sinyi Township, Nantou, Taiwan	no	none	0	2	euploid	homozygous	65,491	0.0	5	195			National Hsinchu University of Education (Ching-Fu Lee)	25
887	OS_1602	ES2M03-7A	CEH	Fruiting body of Russula sp.	Fruit	Taiwan	no	none	0	2	euploid	homozygous	66,059	0.0	27	250			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
888	OS_1571	IFO_0877:6-1	CCP	Quercus sp.	Tree	Japan	no	none	0	2	euploid	homozygous	62,333	0.0	3,376	205			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
889	OS_1112	CLIB414	BEG	High sugar foodstuff, Food	Industrial	Japan	no	none	0	2	aneu;+1*16;	homozygous	63,240	0.0	2,145	264			CLIB collection (Serge Casaregola)	
890	OS_1578	ATCC_66348-1D	CDB	Soil	Soil	Japan	no	none	0	2	euploid	homozygous	63,118	0.0	2,306	192			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
891	OS_113	YPS163	AVI	Soil beneath Quercus rubra	Soil	Pennsylvanian	no	none	0	2	euploid	homozygous	62,131	0.0	3	167	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
892	OS_786	YPS163_1b	ACD	Exudate from Quercus sp.	Tree	USA	yes	none	0	1	euploid	homozygous	62,419	0.0	2	202	23. North American oak 		Kruglyak Laboratory	1
